,age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
5616,36.0,Married,2.0,49.0,$25 - $49,23.900000000000002,Standard,Did not complete high school,6.0,No,5 to 15,Somewhat satisfied,Female,4.0,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
5617,57.0,Married,4.0,115.0,$75+,57.900000000000006,Luxury,Some college,32.0,No,More than 15,Somewhat dissatisfied,Male,2.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
5618,71.0,Married,36.0,11.0,Under $25,5.4,Economy,Did not complete high school,1.0,Yes,Less than 5,Somewhat dissatisfied,Male,2.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5619,32.0,Married,10.0,46.0,$25 - $49,23.200000000000003,Standard,College degree,3.0,No,Less than 5,Somewhat satisfied,Male,2.0,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
5620,59.0,Unmarried,1.0,14.0,Under $25,6.9,Economy,Some college,35.0,Yes,More than 15,Neutral,Female,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5621,39.0,Married,2.0,65.0,$50 - $74,32.2,Luxury,Some college,14.0,No,5 to 15,Highly satisfied,Female,3.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
5622,28.0,Unmarried,0.0,18.0,Under $25,9.0,Economy,High school degree,5.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5623,52.0,Unmarried,7.0,41.0,$25 - $49,20.5,Standard,Did not complete high school,11.0,No,5 to 15,Neutral,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
5624,43.0,Unmarried,7.0,28.0,$25 - $49,13.700000000000001,Economy,High school degree,1.0,No,Less than 5,Highly dissatisfied,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
5625,39.0,Unmarried,7.0,25.0,$25 - $49,12.200000000000001,Economy,Did not complete high school,9.0,No,5 to 15,Neutral,Male,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
5626,32.0,Unmarried,8.0,23.0,Under $25,11.600000000000001,Economy,College degree,5.0,No,5 to 15,Neutral,Male,1.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5627,43.0,Unmarried,2.0,55.0,$50 - $74,28.200000000000003,Standard,Did not complete high school,9.0,No,5 to 15,Highly satisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5628,28.0,Unmarried,7.0,30.0,$25 - $49,15.100000000000001,Standard,High school degree,7.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5629,26.0,Unmarried,4.0,22.0,Under $25,10.600000000000001,Economy,High school degree,6.0,No,5 to 15,Somewhat satisfied,Male,1.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5630,49.0,Unmarried,7.0,62.0,$50 - $74,31.400000000000002,Luxury,Did not complete high school,14.0,No,5 to 15,Highly satisfied,Male,1.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5631,29.0,Unmarried,10.0,30.0,$25 - $49,14.700000000000001,Economy,Some college,2.0,No,Less than 5,Neutral,Male,1.0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5632,46.0,Married,10.0,90.0,$75+,44.5,Luxury,College degree,2.0,No,Less than 5,Somewhat dissatisfied,Male,5.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5633,25.0,Married,2.0,30.0,$25 - $49,15.600000000000001,Standard,High school degree,2.0,No,Less than 5,Highly dissatisfied,Female,3.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5634,51.0,Married,20.0,31.0,$25 - $49,15.5,Standard,Some college,5.0,No,5 to 15,Somewhat satisfied,Female,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5635,53.0,Unmarried,16.0,79.0,$75+,39.300000000000004,Luxury,College degree,27.0,No,More than 15,Neutral,Female,1.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5636,51.0,Married,1.0,18.0,Under $25,8.9,Economy,College degree,1.0,No,Less than 5,Neutral,Male,5.0,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
5637,28.0,Unmarried,5.0,21.0,Under $25,10.9,Economy,Some college,4.0,No,Less than 5,Neutral,Male,1.0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
5638,51.0,Married,8.0,44.0,$25 - $49,22.900000000000002,Standard,Post-undergraduate degree,5.0,No,5 to 15,Neutral,Female,5.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5639,37.0,Unmarried,3.0,35.0,$25 - $49,17.0,Standard,Some college,8.0,No,5 to 15,Somewhat satisfied,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
5640,46.0,Married,5.0,111.0,$75+,55.7,Luxury,Did not complete high school,27.0,No,More than 15,Neutral,Male,3.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
5641,25.0,Unmarried,1.0,16.0,Under $25,8.1,Economy,High school degree,4.0,No,Less than 5,Neutral,Female,2.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5642,27.0,Married,4.0,40.0,$25 - $49,20.3,Standard,College degree,0.0,No,Less than 5,Highly dissatisfied,Female,5.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
5643,31.0,Married,1.0,62.0,$50 - $74,31.400000000000002,Luxury,Some college,7.0,No,5 to 15,Highly dissatisfied,Female,6.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5644,46.0,Married,6.0,201.0,$75+,85.3,Luxury,Some college,18.0,No,More than 15,Somewhat satisfied,Female,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5645,56.0,Married,3.0,30.0,$25 - $49,14.9,Economy,Did not complete high school,0.0,No,Less than 5,Highly dissatisfied,Female,2.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
5646,22.0,Unmarried,3.0,27.0,$25 - $49,13.5,Economy,High school degree,4.0,No,Less than 5,Highly dissatisfied,Male,1.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
5647,45.0,Unmarried,4.0,88.0,$75+,43.0,Luxury,Post-undergraduate degree,11.0,No,5 to 15,Somewhat dissatisfied,Female,1.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5648,54.0,Married,8.0,195.0,$75+,98.4,Luxury,High school degree,32.0,No,More than 15,Highly satisfied,Male,2.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5649,41.0,Unmarried,14.0,42.0,$25 - $49,20.700000000000003,Standard,Some college,3.0,No,Less than 5,Neutral,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5650,37.0,Unmarried,7.0,50.0,$50 - $74,25.200000000000003,Standard,Did not complete high school,21.0,No,More than 15,Somewhat satisfied,Male,1.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
5651,47.0,Unmarried,13.0,187.0,$75+,93.4,Luxury,High school degree,28.0,No,More than 15,Highly satisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5652,52.0,Unmarried,29.0,33.0,$25 - $49,16.400000000000002,Standard,Did not complete high school,4.0,No,Less than 5,Somewhat satisfied,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
5653,40.0,Unmarried,5.0,68.0,$50 - $74,33.2,Luxury,High school degree,4.0,No,Less than 5,Highly dissatisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
5654,52.0,Married,17.0,24.0,Under $25,12.0,Economy,Did not complete high school,6.0,No,5 to 15,Somewhat dissatisfied,Male,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
5655,47.0,Married,1.0,69.0,$50 - $74,34.6,Luxury,Some college,8.0,No,5 to 15,Somewhat satisfied,Male,2.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5656,38.0,Married,16.0,30.0,$25 - $49,14.8,Economy,College degree,5.0,No,5 to 15,Somewhat dissatisfied,Female,4.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5657,53.0,Married,8.0,103.0,$75+,50.900000000000006,Luxury,High school degree,25.0,No,More than 15,Somewhat satisfied,Female,2.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5658,38.0,Married,6.0,35.0,$25 - $49,17.5,Standard,Some college,0.0,No,Less than 5,Highly dissatisfied,Female,5.0,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
5659,52.0,Married,24.0,90.0,$75+,45.1,Luxury,Did not complete high school,25.0,No,More than 15,Somewhat satisfied,Male,2.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5660,59.0,Unmarried,3.0,20.0,Under $25,10.100000000000001,Economy,Did not complete high school,1.0,No,Less than 5,Highly dissatisfied,Female,1.0,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5661,23.0,Married,0.0,18.0,Under $25,9.0,Economy,High school degree,1.0,No,Less than 5,Somewhat satisfied,Male,5.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
5662,67.0,Unmarried,34.0,11.0,Under $25,5.5,Economy,Some college,12.0,Yes,5 to 15,Neutral,Female,1.0,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes
5663,33.0,Married,4.0,26.0,$25 - $49,12.600000000000001,Economy,Some college,2.0,No,Less than 5,Somewhat dissatisfied,Male,3.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5664,45.0,Unmarried,9.0,55.0,$50 - $74,26.5,Standard,College degree,4.0,No,Less than 5,Highly satisfied,Male,1.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
5665,44.0,Unmarried,11.0,51.0,$50 - $74,24.5,Standard,Did not complete high school,11.0,No,5 to 15,Somewhat dissatisfied,Female,1.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
5666,49.0,Married,18.0,51.0,$50 - $74,25.1,Standard,High school degree,14.0,No,5 to 15,Highly satisfied,Female,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
5667,31.0,Married,4.0,18.0,Under $25,9.200000000000001,Economy,Did not complete high school,2.0,No,Less than 5,Highly dissatisfied,Female,4.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
5668,70.0,Unmarried,3.0,29.0,$25 - $49,14.8,Economy,High school degree,29.0,Yes,More than 15,Somewhat satisfied,Male,1.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
5669,60.0,Unmarried,18.0,200.0,$75+,78.8,Luxury,High school degree,37.0,No,More than 15,Somewhat dissatisfied,Female,1.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
5670,33.0,Married,1.0,39.0,$25 - $49,19.6,Standard,Some college,0.0,No,Less than 5,Neutral,Female,2.0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5671,21.0,Married,1.0,30.0,$25 - $49,15.200000000000001,Standard,Some college,0.0,No,Less than 5,Neutral,Female,3.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
5672,38.0,Unmarried,19.0,23.0,Under $25,11.3,Economy,College degree,0.0,No,Less than 5,Highly dissatisfied,Female,3.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
5673,31.0,Unmarried,11.0,24.0,Under $25,11.700000000000001,Economy,Did not complete high school,8.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
5674,44.0,Unmarried,23.0,62.0,$50 - $74,30.8,Luxury,High school degree,20.0,No,More than 15,Highly satisfied,Male,1.0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5675,47.0,Unmarried,18.0,32.0,$25 - $49,15.700000000000001,Standard,Did not complete high school,8.0,No,5 to 15,Highly satisfied,Female,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
5676,49.0,Unmarried,17.0,68.0,$50 - $74,33.6,Luxury,College degree,4.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
5677,56.0,Married,29.0,214.0,$75+,67.6,Luxury,College degree,21.0,No,More than 15,Neutral,Female,3.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
5678,29.0,Unmarried,2.0,34.0,$25 - $49,17.3,Standard,College degree,3.0,No,Less than 5,Neutral,Female,3.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
5679,75.0,Unmarried,9.0,11.0,Under $25,5.4,Economy,High school degree,6.0,Yes,5 to 15,Highly dissatisfied,Female,1.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
5680,30.0,Married,8.0,58.0,$50 - $74,28.200000000000003,Standard,College degree,4.0,No,Less than 5,Somewhat dissatisfied,Male,4.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5681,42.0,Married,0.0,160.0,$75+,79.0,Luxury,College degree,16.0,No,More than 15,Somewhat satisfied,Male,4.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
5682,26.0,Married,0.0,47.0,$25 - $49,24.700000000000003,Standard,College degree,2.0,No,Less than 5,Neutral,Female,3.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
5683,63.0,Married,35.0,60.0,$50 - $74,30.3,Luxury,Did not complete high school,6.0,No,5 to 15,Somewhat dissatisfied,Male,2.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
5684,48.0,Unmarried,26.0,23.0,Under $25,11.600000000000001,Economy,High school degree,0.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
5685,35.0,Unmarried,0.0,81.0,$75+,40.2,Luxury,Post-undergraduate degree,9.0,No,5 to 15,Somewhat satisfied,Male,1.0,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
5686,30.0,Unmarried,7.0,41.0,$25 - $49,20.200000000000003,Standard,High school degree,10.0,No,5 to 15,Highly satisfied,Male,1.0,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5687,61.0,Unmarried,9.0,37.0,$25 - $49,18.5,Standard,Some college,23.0,Yes,More than 15,Somewhat satisfied,Female,1.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5688,25.0,Married,6.0,19.0,Under $25,9.4,Economy,College degree,0.0,No,Less than 5,Somewhat dissatisfied,Female,4.0,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
5689,22.0,Married,1.0,28.0,$25 - $49,14.700000000000001,Economy,Some college,0.0,No,Less than 5,Neutral,Male,3.0,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
5690,34.0,Married,12.0,46.0,$25 - $49,22.8,Standard,College degree,7.0,No,5 to 15,Somewhat dissatisfied,Female,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
5691,43.0,Unmarried,4.0,50.0,$50 - $74,24.8,Standard,High school degree,12.0,No,5 to 15,Somewhat dissatisfied,Female,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5692,29.0,Unmarried,9.0,60.0,$50 - $74,30.3,Luxury,Post-undergraduate degree,1.0,No,Less than 5,Somewhat satisfied,Female,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5693,33.0,Married,14.0,26.0,$25 - $49,13.600000000000001,Economy,Some college,10.0,No,5 to 15,Somewhat dissatisfied,Male,2.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
5694,37.0,Married,11.0,50.0,$50 - $74,25.1,Standard,High school degree,10.0,No,5 to 15,Neutral,Female,3.0,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
5695,40.0,Married,8.0,77.0,$75+,38.1,Luxury,Did not complete high school,22.0,No,More than 15,Somewhat satisfied,Female,4.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5696,37.0,Unmarried,16.0,46.0,$25 - $49,23.0,Standard,College degree,10.0,No,5 to 15,Highly satisfied,Female,1.0,No,Yes,Yes,Yes,,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
5697,34.0,Married,0.0,50.0,$50 - $74,25.5,Standard,College degree,0.0,No,Less than 5,Neutral,Female,3.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
5698,63.0,Unmarried,35.0,37.0,$25 - $49,18.6,Standard,College degree,27.0,No,More than 15,Somewhat satisfied,Female,1.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5699,41.0,Married,7.0,52.0,$50 - $74,25.700000000000003,Standard,High school degree,6.0,No,5 to 15,Highly dissatisfied,Female,2.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
5700,47.0,Married,18.0,181.0,$75+,89.7,Luxury,Some college,19.0,No,More than 15,Neutral,Male,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
5701,57.0,Married,28.0,102.0,$75+,51.800000000000004,Luxury,Some college,4.0,No,Less than 5,Highly satisfied,Female,4.0,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5702,41.0,Unmarried,10.0,109.0,$75+,54.2,Luxury,College degree,10.0,No,5 to 15,Somewhat satisfied,Male,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5703,57.0,Married,34.0,132.0,$75+,65.5,Luxury,Did not complete high school,27.0,No,More than 15,Highly satisfied,Male,2.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5704,56.0,Unmarried,22.0,51.0,$50 - $74,25.8,Standard,Did not complete high school,21.0,No,More than 15,Somewhat satisfied,Male,1.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
5705,55.0,Married,10.0,47.0,$25 - $49,22.900000000000002,Standard,High school degree,12.0,No,5 to 15,Somewhat dissatisfied,Female,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5706,39.0,Unmarried,13.0,228.0,$75+,72.8,Luxury,High school degree,17.0,No,More than 15,Somewhat satisfied,Female,4.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
5707,35.0,Unmarried,3.0,53.0,$50 - $74,26.200000000000003,Standard,High school degree,0.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5708,67.0,Married,7.0,94.0,$75+,47.6,Luxury,Some college,35.0,No,More than 15,Somewhat dissatisfied,Male,2.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
5709,31.0,Unmarried,6.0,27.0,$25 - $49,13.0,Economy,High school degree,1.0,No,Less than 5,Highly dissatisfied,Male,1.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5710,41.0,Unmarried,4.0,93.0,$75+,46.2,Luxury,Some college,11.0,No,5 to 15,Somewhat satisfied,Male,3.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
5711,33.0,Unmarried,4.0,50.0,$50 - $74,25.0,Standard,College degree,9.0,No,5 to 15,Highly satisfied,Male,3.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
5712,35.0,Unmarried,16.0,61.0,$50 - $74,29.5,Standard,Some college,12.0,No,5 to 15,Neutral,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5713,56.0,Unmarried,33.0,200.0,$75+,99.7,Luxury,College degree,33.0,No,More than 15,Somewhat satisfied,Female,1.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5714,37.0,Married,5.0,37.0,$25 - $49,18.6,Standard,Did not complete high school,10.0,No,5 to 15,Somewhat satisfied,Male,3.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
5715,59.0,Unmarried,28.0,59.0,$50 - $74,29.700000000000003,Standard,Did not complete high school,23.0,No,More than 15,Somewhat satisfied,Female,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
5716,59.0,Unmarried,12.0,131.0,$75+,64.60000000000001,Luxury,High school degree,27.0,No,More than 15,Highly satisfied,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5717,44.0,Married,12.0,50.0,$50 - $74,24.8,Standard,Did not complete high school,10.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
5718,32.0,Unmarried,7.0,31.0,$25 - $49,15.8,Standard,High school degree,9.0,No,5 to 15,Somewhat satisfied,Male,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
5719,36.0,Married,13.0,78.0,$75+,39.400000000000006,Luxury,High school degree,10.0,No,5 to 15,Somewhat dissatisfied,Male,4.0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5720,37.0,Married,5.0,35.0,$25 - $49,17.5,Standard,College degree,7.0,No,5 to 15,Somewhat dissatisfied,Female,4.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
5721,52.0,Married,21.0,53.0,$50 - $74,26.700000000000003,Standard,College degree,4.0,No,Less than 5,Neutral,Male,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
5722,26.0,Unmarried,1.0,22.0,Under $25,11.600000000000001,Economy,Some college,1.0,No,Less than 5,Highly dissatisfied,Male,4.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
5723,36.0,Unmarried,0.0,24.0,Under $25,12.0,Economy,Some college,0.0,No,Less than 5,Somewhat dissatisfied,Female,2.0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
5724,47.0,Married,18.0,46.0,$25 - $49,23.200000000000003,Standard,Did not complete high school,9.0,No,5 to 15,Neutral,Female,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
5725,33.0,Married,7.0,135.0,$75+,67.7,Luxury,Post-undergraduate degree,4.0,No,Less than 5,Somewhat dissatisfied,Female,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
5726,34.0,Married,5.0,51.0,$50 - $74,26.400000000000002,Standard,Some college,9.0,No,5 to 15,Somewhat satisfied,Male,4.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5727,39.0,Unmarried,4.0,152.0,$75+,75.4,Luxury,Post-undergraduate degree,7.0,No,5 to 15,Highly dissatisfied,Male,1.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5728,49.0,Married,8.0,148.0,$75+,73.3,Luxury,High school degree,24.0,No,More than 15,Somewhat dissatisfied,Female,6.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
5729,41.0,Unmarried,0.0,23.0,Under $25,11.600000000000001,Economy,College degree,4.0,No,Less than 5,Highly dissatisfied,Male,1.0,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5730,54.0,Unmarried,17.0,72.0,$50 - $74,35.800000000000004,Luxury,High school degree,19.0,No,More than 15,Somewhat satisfied,Male,3.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
5731,38.0,Married,16.0,40.0,$25 - $49,20.8,Standard,College degree,3.0,No,Less than 5,Somewhat dissatisfied,Male,5.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5732,50.0,Married,13.0,26.0,$25 - $49,12.9,Economy,Did not complete high school,10.0,No,5 to 15,Highly satisfied,Female,2.0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
5733,64.0,Married,30.0,22.0,Under $25,10.700000000000001,Economy,Some college,7.0,Yes,5 to 15,Somewhat dissatisfied,Male,2.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
5734,44.0,Unmarried,18.0,162.0,$75+,81.4,Luxury,Some college,17.0,No,More than 15,Somewhat dissatisfied,Male,1.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
5735,38.0,Unmarried,16.0,25.0,$25 - $49,12.5,Economy,Post-undergraduate degree,1.0,No,Less than 5,Highly dissatisfied,Female,1.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5736,37.0,Unmarried,10.0,54.0,$50 - $74,26.700000000000003,Standard,High school degree,10.0,No,5 to 15,Neutral,Female,1.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
5737,37.0,Married,6.0,66.0,$50 - $74,32.300000000000004,Luxury,High school degree,8.0,No,5 to 15,Neutral,Female,3.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
5738,34.0,Unmarried,15.0,45.0,$25 - $49,22.700000000000003,Standard,Some college,5.0,No,5 to 15,Neutral,Male,3.0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes
